"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region","dollars_per_day","group"
"3524","Austria",1979,14.6,72.51,1.6,7605888,116223961464,"Europe","Western Europe",41.8651723809418,"west"
"3525","Azerbaijan",1979,NA,65.6,3.41,6068531,NA,"Asia","Western Asia",NA,"developing"
"3526","Bahamas",1979,25.7,66.57,2.99,206038,3550580176,"Americas","Caribbean",47.2127322171053,"developing"
"3527","Bahrain",1979,28.5,68.67,5.04,342829,NA,"Asia","Western Asia",NA,"developing"
"3528","Bangladesh",1979,136.5,52.44,6.48,79141947,20294806754,"Asia","Southern Asia",0.702563083075673,"developing"
"3529","Barbados",1979,25.2,69.57,2.06,251176,1867622971,"Americas","Caribbean",20.3712745764472,"developing"
"3530","Belarus",1979,NA,70.82,2.08,9593007,NA,"Europe","Eastern Europe",NA,"developing"
"3531","Belgium",1979,12.8,73.13,1.66,9842453,146552035422,"Europe","Western Europe",40.7939388497663,"west"
"3532","Belize",1979,52.2,69.43,5.99,141308,251082336,"Americas","Central America",4.86806699520837,"developing"
"3533","Benin",1979,130.9,48.88,7.02,3618509,1015394547,"Africa","Western Africa",0.76879810675976,"developing"
"3534","Bhutan",1979,138.8,51.18,6.6,400378,NA,"Asia","Southern Asia",NA,"developing"
"3535","Bolivia",1979,115.1,53.38,5.63,5469123,5812427470,"Americas","South America",2.91170244697693,"developing"
"3536","Bosnia and Herzegovina",1979,NA,74.48,2.14,4107135,NA,"Europe","Southern Europe",NA,"west"
"3537","Botswana",1979,57.4,59.74,6.29,959666,1026507684,"Africa","Southern Africa",2.93055064905715,"developing"
"3538","Brazil",1979,79,63.45,4.17,119341444,394441340692,"Americas","South America",9.05520472314163,"developing"
"3539","Brunei",1979,NA,70.65,4.43,186786,6208913809,"Asia","South-Eastern Asia",91.0706517853777,"developing"
"3540","Bulgaria",1979,25.7,71.34,2.14,8840131,NA,"Europe","Eastern Europe",NA,"developing"
"3541","Burkina Faso",1979,120.2,46.58,7.09,6671659,1091936540,"Africa","Western Africa",0.44840525555999,"developing"
"3542","Burundi",1979,136,45.6,7.46,4018927,652528625.5,"Africa","Eastern Africa",0.444832578174251,"developing"
"3543","Cambodia",1979,130,21.91,5.55,6795102,NA,"Asia","South-Eastern Asia",NA,"developing"
"3544","Cameroon",1979,111.4,54.52,6.56,8673666,6465917670,"Africa","Middle Africa",2.04237088810047,"developing"
"3545","Canada",1979,11,74.81,1.7,24257594,403245029408,"Americas","Northern America",45.5437131352628,"west"
"3546","Cape Verde",1979,64.1,61.62,6.47,281555,NA,"Africa","Western Africa",NA,"developing"
"3547","Central African Republic",1979,119.6,50.21,5.95,2213888,769754632.8,"Africa","Middle Africa",0.952585136281411,"developing"
"3548","Chad",1979,127.4,50.14,6.93,4421448,707683819.5,"Africa","Middle Africa",0.438512401243225,"developing"
"3549","Chile",1979,31.4,67.99,2.72,11070198,25844101253,"Americas","South America",6.39606959672575,"developing"
"3550","China",1979,50.2,62.95,2.8,964155176,169704193357,"Asia","Eastern Asia",0.48222838716434,"developing"
"3551","Colombia",1979,47.2,67.43,4.12,27113510,52146344940,"Americas","South America",5.26920706561981,"developing"
"3552","Comoros",1979,122.5,52.72,7.13,297765,NA,"Africa","Eastern Africa",NA,"developing"
"3553","Congo, Dem. Rep.",1979,133.7,51.43,6.54,25656486,6865154536,"Africa","Middle Africa",0.733095037425763,"developing"
"3554","Congo, Rep.",1979,72.8,55.22,6.23,1749859,1484579175,"Africa","Middle Africa",2.32438168188377,"developing"
"3555","Costa Rica",1979,21.3,72.62,3.67,2326708,7417250565,"Americas","Central America",8.73389975220678,"developing"
"3556","Cote d'Ivoire",1979,116.6,52.31,7.7,7912390,8678363849,"Africa","Western Africa",3.00495037685564,"developing"
"3557","Croatia",1979,NA,70.42,2.01,4576030,NA,"Europe","Southern Europe",NA,"west"
"3558","Cuba",1979,17.4,73.59,1.99,9777287,24865857365,"Americas","Caribbean",6.96774438721481,"developing"
"3559","Cyprus",1979,21,74.79,2.33,680013,3199353131,"Asia","Western Asia",12.8899756972817,"developing"
"3560","Czech Republic",1979,NA,71.13,2.23,10302778,NA,"Europe","Eastern Europe",NA,"developing"
"3561","Denmark",1979,8.6,74.41,1.6,5118065,101373969024,"Europe","Northern Europe",54.2659972930427,"west"
"3562","Djibouti",1979,121.1,56.61,6.52,336254,NA,"Africa","Eastern Africa",NA,"developing"
"3563","Dominican Republic",1979,66.1,65.65,4.55,5675930,9756567536,"Americas","Caribbean",4.70941713806167,"developing"
"3564","Ecuador",1979,70.9,64.16,4.88,7772652,10419212864,"Americas","South America",3.67259317263826,"developing"
"3565","Egypt",1979,120,58.16,5.42,42321740,35002160772,"Africa","Northern Africa",2.26588819084924,"developing"
"3566","El Salvador",1979,82.6,57.98,5.27,4498757,9865101119,"Americas","Central America",6.00780933458512,"developing"
"3567","Equatorial Guinea",1979,NA,44.44,5.71,215014,NA,"Africa","Middle Africa",NA,"developing"
"3568","Eritrea",1979,115.8,46.38,6.63,2316054,NA,"Africa","Eastern Africa",NA,"developing"
"3569","Estonia",1979,NA,69.66,2.06,1464468,NA,"Europe","Northern Europe",NA,"west"
"3570","Ethiopia",1979,143.5,42.74,7.27,34569428,NA,"Africa","Eastern Africa",NA,"developing"
"3571","Fiji",1979,36.8,62.37,3.94,621541,1183848553,"Oceania","Melanesia",5.21835356501129,"developing"
"3572","Finland",1979,7.6,73.42,1.64,4762758,69718076285,"Europe","Northern Europe",40.1045839780401,"west"
"3573","France",1979,10.6,74.43,1.85,53857610,849011684286,"Europe","Western Europe",43.1890573867414,"west"
"3574","French Polynesia",1979,NA,63.9,4.08,147299,1556971914,"Oceania","Polynesia",28.9593037068298,"developing"
"3575","Gabon",1979,76.6,52.61,5.65,711544,3504843825,"Africa","Middle Africa",13.4950359349739,"developing"
"3576","Gambia",1979,105.4,52.62,6.34,585155,375428300.5,"Africa","Western Africa",1.75777475421276,"developing"
"3577","Georgia",1979,50.5,69.37,2.34,5037237,8103444129,"Asia","Western Asia",4.40741954205864,"developing"
"3578","Germany",1979,13.5,72.96,1.48,78305017,1219674241982,"Europe","Western Europe",42.6738080614185,"west"
"3579","Ghana",1979,102.1,52.95,6.61,10550770,2627471578,"Africa","Western Africa",0.682277432689098,"developing"
"3580","Greece",1979,22.8,73.68,2.24,9513594,91560673331,"Europe","Southern Europe",26.3676545174157,"west"
"3581","Greenland",1979,NA,63.61,2.19,49947,749853842.5,"Americas","Northern America",41.1314811508418,"west"
"3582","Grenada",1979,NA,67.33,4.27,88571,202708833.3,"Americas","Caribbean",6.27029915633043,"developing"
"3583","Guatemala",1979,90.7,58.66,6.2,6933492,11386292444,"Americas","Central America",4.49922229150673,"developing"
"3584","Guinea",1979,173.2,42.25,6.5,4451872,NA,"Africa","Western Africa",NA,"developing"
"3585","Guinea-Bissau",1979,133.2,47.54,6.28,834068,136284580.5,"Africa","Western Africa",0.447664234005821,"developing"
"3586","Guyana",1979,53.5,62.18,3.94,781677,613119591.7,"Americas","South America",2.14894349365233,"developing"
"3587","Haiti",1979,132.5,50.3,5.97,5566265,NA,"Americas","Caribbean",NA,"developing"
"3588","Honduras",1979,72.2,61.65,6.43,3523283,4020633361,"Americas","Central America",3.12646865601015,"developing"
"3589","Hong Kong, China",1979,NA,74.64,2.1,4930298,54530789735,"Asia","Eastern Asia",30.3023111242985,"developing"
"3590","Hungary",1979,25.3,69.77,2.03,10742694,40296245912,"Europe","Eastern Europe",10.2768145245045,"developing"
"3591","Iceland",1979,8.3,76.88,2.36,225972,4880610196,"Europe","Northern Europe",59.1734143325795,"west"
"3592","India",1979,117.5,54.65,4.76,681358553,150857929902,"Asia","Southern Asia",0.606596035482336,"developing"
"3593","Indonesia",1979,87.7,58.45,4.56,144053516,54100964303,"Asia","South-Eastern Asia",1.02893580194335,"developing"
"3594","Iran",1979,83.7,56.95,6.42,37256771,66021057538,"Asia","Southern Asia",4.85494595581433,"developing"
"3595","Iraq",1979,56.9,58.44,6.66,13257910,NA,"Asia","Western Asia",NA,"developing"
"3596","Ireland",1979,13,73.28,3.11,3387822,NA,"Europe","Northern Europe",NA,"west"
"3597","Israel",1979,16.1,73.19,3.35,3671264,46652707737,"Asia","Western Asia",34.8151583856722,"developing"
"3598","Italy",1979,15.1,74.11,1.81,56168376,718086161610,"Europe","Southern Europe",35.0261034229779,"west"
"3599","Jamaica",1979,33.8,73.52,3.84,2113880,6152494427,"Americas","Caribbean",7.97403311212959,"developing"
"3600","Japan",1979,7.9,76.18,1.8,114993274,2614847450683,"Asia","Eastern Asia",62.298996881414,"developing"
"3601","Jordan",1979,45.3,67,7.33,2208562,3539983901,"Asia","Western Asia",4.39135782927397,"developing"
"3602","Kazakhstan",1979,59.2,65.71,3,14761509,NA,"Asia","Central Asia",NA,"developing"
"3603","Kenya",1979,71.5,59.36,7.54,15661414,6702764900,"Africa","Eastern Africa",1.17254670951517,"developing"
"3604","Kiribati",1979,86.5,53.36,5.06,58509,75325178.94,"Oceania","Micronesia",3.52715570698993,"developing"
"3605","South Korea",1979,13.7,65.7,2.69,36889651,129963323122,"Asia","Eastern Asia",9.65213520085575,"developing"
"3606","Kuwait",1979,31.8,73.14,5.7,1315428,NA,"Asia","Western Asia",NA,"developing"
"3607","Kyrgyz Republic",1979,80.9,62.57,4.04,3557793,NA,"Asia","Central Asia",NA,"developing"
"3608","Lao",1979,137.1,46.69,6.23,3202270,NA,"Asia","South-Eastern Asia",NA,"developing"
"3609","Latvia",1979,19.4,68.93,1.91,2502294,7725383528,"Europe","Northern Europe",8.45841229019758,"west"
"3610","Lebanon",1979,41.5,67.08,4.09,2602573,NA,"Asia","Western Asia",NA,"developing"
"3611","Lesotho",1979,97.6,54.01,5.63,1274216,387285025.1,"Africa","Southern Africa",0.832711928972538,"developing"
"3612","Liberia",1979,163.1,46.57,6.96,1830963,1368005016,"Africa","Western Africa",2.04698781348679,"developing"
"3613","Libya",1979,59.6,67.4,7.87,3069540,NA,"Africa","Northern Africa",NA,"developing"
"3614","Lithuania",1979,18.8,70.8,2.07,3406311,NA,"Europe","Northern Europe",NA,"west"
"3615","Luxembourg",1979,11.7,72.25,1.46,362791,7585388324,"Europe","Western Europe",57.2833554833998,"west"
"3616","Macao, China",1979,NA,72.26,1.56,243073,NA,"Asia","Eastern Asia",NA,"developing"
"3617","Macedonia, FYR",1979,NA,68.98,2.6,1902718,NA,"Europe","Southern Europe",NA,"west"
"3618","Madagascar",1979,104.1,52.58,6.69,8507958,3073895046,"Africa","Eastern Africa",0.989853295351681,"developing"
"3619","Malawi",1979,157.4,45.31,7.62,5986639,995726529.1,"Africa","Eastern Africa",0.455684381160315,"developing"
"3620","Malaysia",1979,27,68.56,3.84,13504433,24584805735,"Asia","South-Eastern Asia",4.98766828275463,"developing"
"3621","Maldives",1979,112.1,55.53,7,153285,NA,"Asia","Southern Asia",NA,"developing"
"3622","Mali",1979,164.8,41.61,7.03,6956779,1605432366,"Africa","Western Africa",0.632253064005075,"developing"
"3623","Malta",1979,15.6,74.19,2.1,316781,1503754838,"Europe","Southern Europe",13.0054399364013,"west"
"3624","Mauritania",1979,98.1,54.51,6.48,1490811,798543169.4,"Africa","Western Africa",1.46751634191422,"developing"
"3625","Mauritius",1979,34,66.41,2.82,952587,1689314804,"Africa","Eastern Africa",4.85862156106088,"developing"
"3626","Mexico",1979,58.5,66.58,4.92,67688533,316353559443,"Americas","Central America",12.8045629333665,"developing"
"3627","Micronesia, Fed. Sts.",1979,NA,63.53,6.31,70550,NA,"Oceania","Micronesia",NA,"developing"
"3628","Moldova",1979,40.6,65.41,2.46,3974506,NA,"Europe","Eastern Europe",NA,"developing"
"3629","Mongolia",1979,117.4,58.46,6.4,1646291,NA,"Asia","Eastern Asia",NA,"developing"
"3630","Montenegro",1979,NA,72.95,2.31,574953,NA,"Europe","Southern Europe",NA,"west"
"3631","Morocco",1979,97.4,59.13,5.78,19595092,19380396415,"Africa","Northern Africa",2.70970794520649,"developing"
"3632","Mozambique",1979,175.1,48.88,6.51,11635174,NA,"Africa","Eastern Africa",NA,"developing"
"3633","Namibia",1979,63.6,57.57,6.52,991365,NA,"Africa","Southern Africa",NA,"developing"
"3634","Nepal",1979,144.3,49.63,5.8,14554356,2176687898,"Asia","Southern Asia",0.4097418317699,"developing"
"3635","Netherlands",1979,9,75.59,1.56,14017909,219051113525,"Europe","Western Europe",42.8123792967121,"west"
"3636","New Caledonia",1979,NA,66.68,3.7,139545,1422602437,"Oceania","Melanesia",27.9303516663992,"developing"
"3637","New Zealand",1979,13.1,73.18,2.24,3135453,32227359317,"Oceania","Australia and New Zealand",28.1599293993782,"west"
"3638","Nicaragua",1979,82.1,65.28,6.23,3157356,3090914372,"Americas","Central America",2.68207277019907,"developing"
"3639","Niger",1979,135.7,41.44,7.68,5798584,1558231735,"Africa","Western Africa",0.736236302017163,"developing"
"3640","Nigeria",1979,129.3,51.42,6.78,71619216,30182610970,"Africa","Western Africa",1.15460751272836,"developing"
"3641","Norway",1979,8.4,75.54,1.75,4069626,87300314681,"Europe","Northern Europe",58.7717260336716,"west"
"3642","Oman",1979,86.1,62.65,8.23,1091855,5053126619,"Asia","Western Asia",12.6795064526043,"developing"
"3643","Pakistan",1979,123.4,58.44,6.56,75575981,24788929769,"Asia","Southern Asia",0.89863042703279,"developing"
"3644","Panama",1979,36.8,71.3,4,1931393,6124452769,"Americas","Central America",8.68767912837756,"developing"
"3645","Papua New Guinea",1979,78.8,52.4,5.77,3130125,2128637163,"Oceania","Melanesia",1.86314688338522,"developing"
"3646","Paraguay",1979,50.5,71.51,5.21,3094479,3927378984,"Americas","South America",3.47714184582213,"developing"
"3647","Peru",1979,83.9,61.93,5.15,16924758,37925221154,"Americas","South America",6.13921424994147,"developing"
"3648","Philippines",1979,53.7,63.81,5.29,46113992,49163545544,"Asia","South-Eastern Asia",2.92090620404383,"developing"
"3649","Poland",1979,21.7,71.05,2.3,35435627,NA,"Europe","Eastern Europe",NA,"developing"
"3650","Portugal",1979,24.6,71.64,2.39,9667021,60801647711,"Europe","Southern Europe",17.2317673399557,"west"
"3651","Puerto Rico",1979,NA,73.38,2.66,3140600,28490812117,"Americas","Caribbean",24.8541742019455,"developing"
"3652","Qatar",1979,31,71.83,5.95,205244,NA,"Asia","Western Asia",NA,"developing"
"3653","Romania",1979,36.3,70.06,2.5,22457125,NA,"Europe","Eastern Europe",NA,"developing"
"3654","Russia",1979,27.8,67.61,1.87,137144808,NA,"Europe","Eastern Europe",NA,"developing"
"3655","Rwanda",1979,138,47.12,8.45,4968628,1255988215,"Africa","Eastern Africa",0.692558107135355,"developing"
"3656","St. Lucia",1979,27.9,67.64,4.89,116292,NA,"Americas","Caribbean",NA,"developing"
"3657","St. Vincent and the Grenadines",1979,48.7,66.88,4.15,99589,159303240.1,"Americas","Caribbean",4.3824843421531,"developing"
"3658","Samoa",1979,NA,62.62,6.32,154763,NA,"Oceania","Polynesia",NA,"developing"
"3659","Saudi Arabia",1979,74.8,66.03,7.25,9323290,144315366316,"Asia","Western Asia",42.4082663147146,"developing"
"3660","Senegal",1979,94.3,48.4,7.42,5424299,2774510001,"Africa","Western Africa",1.40136029798757,"developing"
"3661","Serbia",1979,NA,70.53,2.36,8829038,NA,"Europe","Southern Europe",NA,"west"
"3662","Seychelles",1979,27.8,68.16,4.02,65153,304808389.6,"Africa","Eastern Africa",12.8173910388802,"developing"
"3663","Sierra Leone",1979,169.2,51.49,7.05,3017670,885836229,"Africa","Western Africa",0.804245849480805,"developing"
"3664","Singapore",1979,12.3,70.68,1.74,2375417,20745905987,"Asia","South-Eastern Asia",23.9276297991134,"developing"
"3665","Slovak Republic",1979,NA,70.92,2.41,4943732,NA,"Europe","Eastern Europe",NA,"developing"
"3666","Slovenia",1979,NA,70.85,2.09,1815101,NA,"Europe","Southern Europe",NA,"west"
"3667","Solomon Islands",1979,43.9,61.27,6.87,222905,NA,"Oceania","Melanesia",NA,"developing"
"3668","South Africa",1979,71.4,56.29,4.88,28360820,89572293904,"Africa","Southern Africa",8.65290724818485,"developing"
"3669","Spain",1979,16.8,75.05,2.36,37397232,322667046531,"Europe","Southern Europe",23.6386293393154,"west"
"3670","Sri Lanka",1979,41.6,68.52,3.49,14789300,6155209085,"Asia","Southern Asia",1.14025589677987,"developing"
"3671","Sudan",1979,88.5,56.8,6.85,13917268,5442090769,"Africa","Northern Africa",1.07131929364928,"developing"
"3672","Suriname",1979,NA,67.39,4.04,362137,979146529.6,"Americas","South America",7.40767508368607,"developing"
"3673","Swaziland",1979,87.2,54.62,6.7,585335,418135335.8,"Africa","Southern Africa",1.95712927206771,"developing"
"3674","Sweden",1979,7.4,75.52,1.66,8294832,159101811236,"Europe","Northern Europe",52.550235284972,"west"
"3675","Switzerland",1979,8.7,75.69,1.52,6306578,NA,"Europe","Western Europe",NA,"west"
"3676","Syria",1979,49.1,65.44,7.2,8651904,8466888755,"Asia","Western Asia",2.68113879825189,"developing"
"3677","Tajikistan",1979,100.6,64.04,5.76,3809991,NA,"Asia","Central Asia",NA,"developing"
"3678","Tanzania",1979,110.2,53.98,6.69,18110990,NA,"Africa","Eastern Africa",NA,"developing"
"3679","Thailand",1979,48.9,64.1,3.59,46412310,35441410412,"Asia","South-Eastern Asia",2.0921120830535,"developing"
"3680","Timor-Leste",1979,NA,41.01,4.61,586886,NA,"Asia","South-Eastern Asia",NA,"developing"
"3681","Togo",1979,109.2,53.29,7.24,2642845,819415054.5,"Africa","Western Africa",0.849453052318541,"developing"
"3682","Tonga",1979,25.5,66.84,5.54,92299,NA,"Oceania","Polynesia",NA,"developing"
"3683","Trinidad and Tobago",1979,35.3,67.73,3.28,1069199,6785857162,"Americas","Caribbean",17.3881470941626,"developing"
"3684","Tunisia",1979,73.4,63.36,5.49,6205210,8885688503,"Africa","Northern Africa",3.92321163393563,"developing"
"3685","Turkey",1979,94,61.03,4.48,42912350,114854149223,"Asia","Western Asia",7.33282847433948,"developing"
"3686","Turkmenistan",1979,99.6,61.58,5.14,2791575,NA,"Asia","Central Asia",NA,"developing"
"3687","Uganda",1979,127.2,51.93,7.1,12177677,NA,"Africa","Eastern Africa",NA,"developing"
"3688","Ukraine",1979,23.4,69.36,1.98,49750150,NA,"Europe","Eastern Europe",NA,"developing"
"3689","United Arab Emirates",1979,31.7,66.43,5.52,927303,50349834439,"Asia","Western Asia",148.759091567342,"developing"
"3690","United Kingdom",1979,12.7,73.14,1.72,56220089,862994117013,"Europe","Northern Europe",42.0555620940272,"west"
"3691","United States",1979,13.2,74.03,1.8,227411604,5157035183409,"Americas","Northern America",62.1290350521825,"west"
"3692","Uruguay",1979,39.5,70.32,2.79,2896021,15473010914,"Americas","South America",14.6379500436246,"developing"
"3693","Uzbekistan",1979,97.7,65.94,5.3,15543520,NA,"Asia","Central Asia",NA,"developing"
"3694","Vanuatu",1979,54.8,56.83,5.65,112579,139843102.1,"Oceania","Melanesia",3.40322605970334,"developing"
"3695","Venezuela",1979,36.6,69.04,4.3,14931741,91894021274,"Americas","South America",16.8610238984573,"developing"
"3696","West Bank and Gaza",1979,62.5,64.96,7.39,1469730,NA,"Asia","Western Asia",NA,"developing"
"3697","Vietnam",1979,47.8,65.84,5.23,53169674,NA,"Asia","South-Eastern Asia",NA,"developing"
"3698","Yemen",1979,147.7,50.11,8.84,7765087,NA,"Asia","Western Asia",NA,"developing"
